Framenr;FrameTime;FilterVersion;FtEvElongation;FtEvVelocity;FtEvASM1;FtEvASM2;FtEvASM3;FtEvDudani1;FtEvDudani3;FtEvDudani4;FtEvDudani5;FtEvDudani6;FtEvDudani7;FtEvBending;FtFlow50FwHead1Mean;FtFlow50FwHead1Abs;FtFlow50FwHead1Std;FtFlow50FwHead1Meand;FtFlow50FwHead1AbsMeand;FtFlow50FwHead1Zerocross;FtFlow50FwHead2Mean;FtFlow50FwHead2Abs;FtFlow50FwHead2Std;FtFlow50FwHead2Meand;FtFlow50FwHead2AbsMeand;FtFlow50FwHead2Zerocross;FtFlow50FwButtMean;FtFlow50FwButtAbs;FtFlow50FwButtStd;FtFlow50FwButtMeand;FtFlow50FwButtAbsMeand;FtFlow50FwButtZerocross;FtFlow50SwHeadMean;FtFlow50SwHeadAbs;FtFlow50SwHeadStd;FtFlow50SwHeadMeand;FtFlow50SwHeadAbsMeand;FtFlow50SwHeadZerocross;FtFlow50SwMiddleMean;FtFlow50SwMiddleAbs;FtFlow50SwMiddleStd;FtFlow50SwMiddleMeand;FtFlow50SwMiddleAbsMeand;FtFlow50SwMiddleZerocross;FtFlow50SwButtMean;FtFlow50SwButtAbs;FtFlow50SwButtStd;FtFlow50SwButtMeand;FtFlow50SwButtAbsMeand;FtFlow50SwButtZerocross;FtFlow20FwHead1Mean;FtFlow20FwHead1Abs;FtFlow20FwHead1Std;FtFlow20FwHead1Meand;FtFlow20FwHead1AbsMeand;FtFlow20FwHead1Zerocross;FtFlow20FwHead2Mean;FtFlow20FwHead2Abs;FtFlow20FwHead2Std;FtFlow20FwHead2Meand;FtFlow20FwHead2AbsMeand;FtFlow20FwHead2Zerocross;FtFlow20FwButtMean;FtFlow20FwButtAbs;FtFlow20FwButtStd;FtFlow20FwButtMeand;FtFlow20FwButtAbsMeand;FtFlow20FwButtZerocross;FtFlow20SwHeadMean;FtFlow20SwHeadAbs;FtFlow20SwHeadStd;FtFlow20SwHeadMeand;FtFlow20SwHeadAbsMeand;FtFlow20SwHeadZerocross;FtFlow20SwMiddleMean;FtFlow20SwMiddleAbs;FtFlow20SwMiddleStd;FtFlow20SwMiddleMeand;FtFlow20SwMiddleAbsMeand;FtFlow20SwMiddleZerocross;FtFlow20SwButtMean;FtFlow20SwButtAbs;FtFlow20SwButtStd;FtFlow20SwButtMeand;FtFlow20SwButtAbsMeand;FtFlow20SwButtZerocross;FtFlow10FwHead1Mean;FtFlow10FwHead1Abs;FtFlow10FwHead1Std;FtFlow10FwHead1Meand;FtFlow10FwHead1AbsMeand;FtFlow10FwHead1Zerocross;FtFlow10FwHead2Mean;FtFlow10FwHead2Abs;FtFlow10FwHead2Std;FtFlow10FwHead2Meand;FtFlow10FwHead2AbsMeand;FtFlow10FwHead2Zerocross;FtFlow10FwButtMean;FtFlow10FwButtAbs;FtFlow10FwButtStd;FtFlow10FwButtMeand;FtFlow10FwButtAbsMeand;FtFlow10FwButtZerocross;FtFlow10SwHeadMean;FtFlow10SwHeadAbs;FtFlow10SwHeadStd;FtFlow10SwHeadMeand;FtFlow10SwHeadAbsMeand;FtFlow10SwHeadZerocross;FtFlow10SwMiddleMean;FtFlow10SwMiddleAbs;FtFlow10SwMiddleStd;FtFlow10SwMiddleMeand;FtFlow10SwMiddleAbsMeand;FtFlow10SwMiddleZerocross;FtFlow10SwButtMean;FtFlow10SwButtAbs;FtFlow10SwButtStd;FtFlow10SwButtMeand;FtFlow10SwButtAbsMeand;FtFlow10SwButtZerocross;FtFlowEnergyHead;FtFlowEnergyMiddle;FtFlowEnergyButt;FtFlowFwHead1MeanPos;FtFlowFwHead1MeanNeg;FtFlowFwHead1Range;FtFlowFwHead2MeanPos;FtFlowFwHead2MeanNeg;FtFlowFwHead2Range;FtFlowFwButtMeanPos;FtFlowFwButtMeanNeg;FtFlowFwButtRange;FtFlowSwHeadMeanPos;FtFlowSwHeadMeanNeg;FtFlowSwHeadRange;FtFlowSwMiddleMeanPos;FtFlowSwMiddleMeanNeg;FtFlowSwMiddleRange;FtFlowSwButtMeanPos;FtFlowSwButtMeanNeg;FtFlowSwButtRange;FtFlowCorrelation;FtFlowPeriodicityFwHead1_2_0;FtFlowPeriodicityFwHead1_2_5;FtFlowPeriodicityFwHead1_3_0;FtFlowPeriodicityFwHead1_3_5;FtFlowPeriodicityFwHead2_2_0;FtFlowPeriodicityFwHead2_2_5;FtFlowPeriodicityFwHead2_3_0;FtFlowPeriodicityFwHead2_3_5;FtFlowPeriodicityFwButt_2_0;FtFlowPeriodicityFwButt_2_5;FtFlowPeriodicityFwButt_3_0;FtFlowPeriodicityFwButt_3_5;FtFlowPeriodicitySwHead_2_0;FtFlowPeriodicitySwHead_2_5;FtFlowPeriodicitySwHead_3_0;FtFlowPeriodicitySwHead_3_5;FtFlowPeriodicitySwMiddle_2_0;FtFlowPeriodicitySwMiddle_2_5;FtFlowPeriodicitySwMiddle_3_0;FtFlowPeriodicitySwMiddle_3_5;FtFlowPeriodicitySwButt_2_0;FtFlowPeriodicitySwButt_2_5;FtFlowPeriodicitySwButt_3_0;FtFlowPeriodicitySwButt_3_5;FtFlowCorrelationJumpTemplates;FtEvArea;FtEvZnDistWallN;FtEvZnDistWallC;FtEvZnDistWallT;FtEvZnDistFeederN;FtEvZnDistNippleN;
414;2021-01-15T16:18:28.033623+0100;1;1.026372912;0.4250553403;-0.05746392527;-0.05167111206;0.09590161573;0.4722519556;0.02850203114;0.006701325953;8.96830131e-05;0.004220865656;-2.311718099e-05;0.0833916078;81.32904705;99.5697185;92.97640296;-2.058202048;39.26335362;10;69.63902472;81.19769907;64.96939839;-3.003161899;24.66149757;5;89.7703714;95.95420056;91.93129552;-0.6316577782;29.03750478;6;-3.894517333;64.85499107;74.41273671;0.2543861381;19.43528992;4;-0.2821883962;40.7349109;49.4272729;-0.9496328063;16.65100638;4;4.002561992;33.48100899;43.00319365;-0.1155159514;23.13663326;11;51.01836998;58.87286252;51.63961766;4.237847079;34.75204265;6;47.30693354;49.23234285;31.47772487;3.9449953;19.63638115;2;51.35107496;55.73619928;39.59658986;3.036638405;13.5981866;3;-20.42221786;74.82721443;83.34804254;-0.2127076854;23.50801402;2;-13.1485209;50.24285866;57.18837558;-0.401412798;24.64852864;2;-3.35293325;38.64569322;48.08885759;-0.6621123604;25.13169869;4;31.03302075;46.74200584;51.73486589;6.383452155;46.39783252;5;39.34654363;43.18752398;34.07245505;4.347501928;21.5941117;2;64.65213107;64.87921844;32.37786426;0.1410383745;13.40918246;0;-67.49313296;96.75096758;82.35253844;-17.18907374;29.34489094;1;-39.33080121;62.7690613;58.55218747;-9.68721043;36.58300816;1;-22.14468254;52.11147701;55.7337854;-4.506000172;32.77286668;2;178.0746569;125.3930566;132.0512314;0;26.67325489;8.565628052;43.95524396;12.14654386;78.67202759;57.46152318;0;66.13237;0;97.79790476;59.62343216;0;39.62057659;9.855415344;0;56.38602829;23.39536667;0.7989621334;0.04032391078;0.08523515278;0.02476478261;0.04074556599;0.03555711511;0.07639825743;0.03229894616;0.07348747953;0.03254931737;0.06311307868;0.05578552628;0.04710530341;0.02172837799;0.02895999284;0.02927649632;0.03354876143;0.04095273325;0.03965328923;0.08933679361;0.03034582224;0.0309506552;0.0319909215;0.02472342354;0.05127833706;1;1.061412927;NaN;NaN;NaN;NaN;NaN;
415;2021-01-15T16:18:28.066939+0100;1;1.030619207;0.5569114599;-0.1334328395;-0.01945092043;0.115044198;0.4743036263;0.03259835168;0.00630900744;7.680293407e-05;0.002933367685;-4.782720587e-05;0.169450803;80.7750242;99.01569565;92.7493454;-0.1954000279;40.47789297;10;68.45764627;80.01632063;64.57059458;-0.4935510603;25.71859557;6;89.42945082;95.61327998;91.76832452;-0.09794438896;29.57121817;6;-3.970096238;64.77941216;74.35687727;0.2840847848;19.40559127;4;-1.112272351;39.90482694;48.39561663;-0.6830810288;16.62018815;4;3.969275963;33.43660295;42.83493172;-0.8000644425;22.45208477;12;54.78250715;62.63699969;53.83837338;2.886976366;34.01443859;6;52.13412969;54.05461986;34.39223954;3.891714096;19.58309995;2;52.17805856;58.22528234;41.3863902;1.677813385;13.40805313;2;-20.50085983;74.74857246;83.28381608;-1.539894767;22.18082693;2;-13.27513149;50.38257393;57.2554234;-0.8130942635;24.23684717;2;-3.340528782;38.56931676;48.08330591;-0.1011238513;25.6926872;4;34.30895522;48.15383108;50.16845882;5.186027527;47.59525715;5;41.69053925;45.24602396;32.53033282;3.507784063;22.43382957;1;64.44625445;64.67334183;30.70369343;-2.219183488;13.01791798;0;-80.68039078;95.08584571;67.49266971;-14.04580619;30.76624021;1;-47.27676247;56.48999556;46.23074152;-6.044929071;34.53304126;1;-24.24463558;50.01152398;51.97018374;3.33689707;29.95718696;2;196.4854272;129.6270184;123.2367403;0;10.34672678;7.423240185;52.56307822;9.666526365;85.55854797;51.62051328;0;58.85698318;0;135.8260854;56.05050659;0;47.65546227;14.53849792;0;32.30291112;29.22568893;0.9481534067;0.0357421133;0.08208102709;0.02473824982;0.04309692156;0.03275434287;0.07402323607;0.02880403548;0.07467076138;0.02953257058;0.06123519082;0.05902597662;0.04768072107;0.02184366707;0.02802301384;0.02808627233;0.03085228821;0.03796735491;0.04099188439;0.08583129347;0.02995029255;0.03134488634;0.03270051361;0.02635116582;0.0524389375;1;1.057189893;NaN;NaN;NaN;NaN;NaN;
416;2021-01-15T16:18:28.100256+0100;1;1.007084523;0.7522889687;-0.1495440952;-0.02287468116;0.1125142516;0.4695844702;0.03482857953;0.005713568442;6.173984609e-05;0.002059543659;-5.181092182e-05;0.1809647355;81.04255069;99.28322214;92.88116941;-0.3047858901;40.36850711;10;68.5569262;80.11560055;64.60955508;-0.01902172929;26.1931249;6;90.9062489;97.09007806;92.38181582;2.07527235;30.76560117;6;-3.421892862;65.32761554;74.76252591;0.4457516549;19.56725814;4;-1.939915784;39.07718351;47.41786468;-0.681106632;16.61821375;4;2.915814593;32.38314158;41.73024358;-0.5522881847;22.20430851;12;56.89849378;64.75298632;55.11609649;1.016634444;33.56420894;6;55.94319321;57.86368338;38.82793305;3.716148625;19.40753447;2;51.67242292;60.47705012;44.47890225;0.01447180043;15.07139471;2;-21.91980498;73.32962732;81.83797557;-1.184969363;21.8782949;2;-13.88861467;49.9042849;56.96135507;-1.584379445;23.46556199;2;-2.925361347;38.9844842;48.22058637;0.5707584879;26.36456954;4;41.82752543;50.98503507;46.89060152;2.842711015;45.25194064;4;46.14718366;47.96466461;28.49270775;1.247126839;20.17317234;0;64.54467403;64.68620737;30.00254837;-2.498747045;13.29748154;0;-91.77632019;93.01768973;48.47598731;-6.041450847;25.78298846;1;-53.69862717;53.97685691;35.89089588;-1.435484799;29.92359699;0;-24.81626991;49.43988965;51.26045217;7.005301389;26.28878264;1;214.259921;143.8368427;127.1133013;24.52424284;0;13.96621323;28.61138137;0;38.65118408;62.09878387;0;60.62979126;0;152.04024;33.6998291;0;86.01608385;46.33163834;0;27.60160584;14.74200439;0.9316929486;0.03128308817;0.07818783721;0.02584329085;0.04221850275;0.02966848929;0.07072718474;0.02409344019;0.07469531472;0.03617541502;0.0589697376;0.0599436966;0.04530206508;0.02172015141;0.02685805757;0.02739681137;0.02726295124;0.03699473999;0.04230748838;0.0829718725;0.0316380166;0.03142959809;0.0338625512;0.02787832996;0.05426639167;1;1.058764584;NaN;NaN;NaN;NaN;NaN;
417;2021-01-15T16:18:28.133572+0100;1;0.9882853469;0.8800498949;-0.09015993174;0.003397832476;0.1002617404;0.4657614902;0.03254129607;0.005557497091;6.522163127e-05;0.00268643506;-3.649348084e-05;0.1527202775;81.47513651;99.71580796;93.2523435;0.1396258241;40.81291882;10;69.05856122;80.61723557;64.92621238;0.07139021663;26.28353685;6;93.80314489;99.98697405;94.33236693;3.48514919;31.77882573;6;-3.087425712;65.66208269;75.0613917;0.1969741037;19.42033353;4;-3.130053614;38.04272824;46.35131803;-0.9212583122;16.85836543;4;1.898061506;31.55387378;41.13305527;-0.2712536828;21.92327401;13;56.11534359;63.96983613;54.79222248;1.009649899;33.57119349;6;58.70059628;60.62108645;42.05908301;4.489738879;18.63394422;2;52.00604642;61.64699005;45.43075025;0.3707850912;15.427708;2;-22.59672794;72.65270435;81.10803587;-0.4777908325;22.30764273;2;-15.3183233;48.51106086;55.74409123;-1.886672144;23.2153419;2;-2.762767288;39.14707826;48.34114333;0.3495797282;26.17148304;4;48.52652737;57.68403702;50.56649525;0.3253843134;42.73461394;4;49.55442357;51.37190452;28.63939671;-0.9522191828;17.97382632;0;62.89321631;63.03474965;29.87367038;-0.7984605269;12.14507155;0;-94.40591469;94.40591469;43.65175792;3.522202232;22.48645089;0;-56.09681277;56.1098409;33.66678989;2.765400626;25.72271156;0;-23.37350916;48.66842566;51.71067932;8.569991372;24.72409266;1;217.3280234;150.8388419;137.6336653;0;17.92507619;7.547590256;22.15097033;14.19559075;52.67268753;74.75203212;4.246000191;121.3860016;0;158.2346344;45.58639526;0;125.6047031;40.62723541;0;38.34173584;23.80345917;0.9681972641;0.02703455614;0.07461872564;0.02398054641;0.04099188369;0.02641638695;0.06752719414;0.02194769115;0.07152968504;0.04246292438;0.05689702779;0.06204670357;0.04117427421;0.0215081144;0.02597203511;0.0261217955;0.02544790111;0.03923684206;0.04322052588;0.07885515364;0.03164106233;0.0312586354;0.03570841298;0.02956038145;0.05430575949;1;1.032066423;NaN;NaN;NaN;NaN;NaN;
418;2021-01-15T16:18:28.166889+0100;1;0.9822378751;0.9566820996;-0.08236728175;0.008885152953;0.09577665425;0.4639898972;0.02386910981;0.003718784394;2.504728067e-05;0.001154498346;-2.449864933e-05;0.1278600443;81.72184413;99.96251558;93.49508262;-0.5160753767;40.15721762;10;70.01547665;81.574151;65.9129079;0.5253874245;26.73753405;6;97.16087235;103.3447015;97.3419502;3.326565241;31.62024178;6;-3.230820325;65.57891593;75.04974603;-0.2104113829;19.41535347;4;-4.631870937;37.48853212;45.75414173;-0.7941925889;16.73129971;5;0.846807567;31.98807995;41.51733448;-1.434704045;23.0656915;13;56.43033057;64.28482311;54.81530008;1.073216853;33.50762653;6;62.09321301;64.01370318;44.24967342;4.313894769;18.80978833;2;52.65044305;62.29138668;45.33142198;-0.5945635257;14.46235939;2;-22.90985572;72.33957658;80.76052735;0.2216408771;22.47701529;2;-17.06454278;47.02159671;54.23084531;-2.114830929;23.44350068;2;-3.473983805;38.84992972;48.14730233;-0.8735252463;26.19531586;4;49.46711723;58.62462687;51.68485838;-1.045164282;41.36406534;4;50.5480994;52.36558035;29.39614;-1.400003607;17.5260419;0;58.99075562;59.13228895;29.93558386;1.555805206;9.790805817;0;-90.3620429;90.3620429;48.83429809;6.322457227;22.30744535;0;-54.27670486;54.28973299;33.87870934;2.438587189;26.049525;0;-19.11850844;44.41342494;49.9821216;9.229207819;24.06487621;2;199.0532209;136.6733815;143.2603509;39.65352953;0;11.42846298;57.34403165;0;42.68595886;84.31299718;0;113.1066437;0;146.9242104;31.13943481;0;92.89288221;24.15960693;4.365681648;35.66401947;77.91764832;0.9720233137;0.02326397869;0.07113247785;0.02242716099;0.04351927559;0.02315735169;0.06407802186;0.02066375292;0.0696140923;0.04827596138;0.05658544423;0.06652998478;0.03892777342;0.021201856;0.0250243876;0.0251142371;0.02375663813;0.04163636385;0.04348916211;0.07441922692;0.02951510423;0.03083619467;0.03759543222;0.03077258888;0.05487802996;1;1.030133849;NaN;NaN;NaN;NaN;NaN;
419;2021-01-15T16:18:28.200205+0100;1;0.9749354659;0.7030133206;-0.1227650344;0.008447742434;0.1002538101;0.4630051926;0.02626476978;0.002826351505;5.483700406e-06;-0.0001741298881;-2.372605133e-05;0.1555400457;80.67653089;98.91720234;92.35748246;-1.169348878;40.57879133;10;69.82699149;81.38566584;65.68652705;-0.9278813702;26.87832457;6;100.2047424;106.3885716;101.1965665;3.12957324;31.42324978;6;-3.271983321;65.53775293;75.03614212;0.4428270106;19.10888153;4;-5.19238017;37.23435025;45.49604681;-0.07606609797;16.94423873;6;0.3568942748;32.37284714;41.761665;-0.680819079;23.68445953;12;61.52267373;69.37716627;57.11822201;5.87230757;37.02406236;6;66.01999446;67.94048463;46.48282349;5.053465221;18.67549556;2;54.17701455;63.81795818;46.75105842;1.531104046;15.87514761;2;-22.94049076;72.30894154;80.73952206;-0.4779354593;22.17502461;2;-18.42416902;45.66197046;52.75406606;-2.345337909;23.2129937;2;-4.62349483;37.7737607;47.68458315;-2.506885425;24.83418114;4;49.16283223;58.32034187;51.24841113;5.195801822;36.51564685;4;50.57075224;52.38823319;29.19583575;0.1055290916;18.70382136;0;55.59191994;58.00377991;34.15027119;1.407517346;9.720567356;0;-82.89417961;85.56590611;57.06543131;8.239103837;24.22409196;1;-50.81846781;50.83149594;34.01811239;2.31321855;25.92415636;0;-13.02693573;38.32185223;44.31456314;7.159747991;23.81339515;2;167.1004322;108.0654449;139.3536313;58.68291151;0;1.391807556;56.01958529;0;10.13957214;82.78797379;0;75.89753723;0;91.66180801;34.95674133;0.7016601562;15.7742423;22.59459496;45.70561856;4.314034462;64.39444733;0.9555126099;0.02023220535;0.06715930616;0.02397068012;0.04689089398;0.01997858867;0.05980585207;0.017219227;0.07148333485;0.05364020728;0.06223571513;0.06894670931;0.03943044039;0.02083770847;0.02393026723;0.02495046342;0.02097625848;0.0437885338;0.04437529199;0.0698327711;0.02897719037;0.03016302546;0.03931577898;0.03176337593;0.05518884883;1;1.011881755;NaN;NaN;NaN;NaN;NaN;
420;2021-01-15T16:18:28.233522+0100;1;0.98523795;0.3135188922;-0.1098237069;-0.01686378279;0.08517105762;0.4646144402;0.02723106029;0.002944396096;6.814495473e-06;-7.45426223e-05;-2.546904386e-05;0.1610675802;79.65990043;97.90057189;91.15770907;-0.08931549525;39.70995252;10;68.96502259;80.52369694;64.58712125;-0.5691006871;26.51954389;6;100.9086074;107.0924366;101.6823256;1.534856376;33.01796664;6;-3.186524056;65.6232122;75.08172897;0.7099894629;18.84171908;3;-4.386799048;38.03993137;46.44994085;0.9101888689;17.6179088;6;1.679871103;33.40965015;42.78419743;1.807562226;25.38522591;13;70.10361218;77.95810473;63.70311682;10.035361;39.55355628;5;70.56501813;72.4855083;48.18860567;6.132177602;17.59678318;2;57.89866878;67.53961241;53.48674899;3.000179954;16.53009116;2;-23.76246669;71.49804787;80.14523719;-1.41339924;21.93017064;2;-20.2833859;43.80275359;50.23450172;-1.788688494;23.76964312;2;-6.275332114;36.3038252;46.38161301;-3.798225838;23.54284073;4;54.47456186;63.6320715;56.40505218;14.82405333;28.19428288;3;52.28843883;54.10591977;31.35162975;5.479491841;16.31873217;0;51.59547806;58.55645752;40.98010865;2.296628085;10.6096781;0;-73.24134491;83.4275663;67.21614422;13.43572409;24.03675114;1;-45.95672464;46.46570841;37.01574241;4.745571136;28.35650895;1;-7.113975823;32.40889233;38.02983734;4.179716024;20.83336319;2;141.128606;84.81458268;124.5088025;28.1265583;0;0.7114543915;33.4440386;0;16.58207893;69.70929362;0;67.05722046;0;69.13281568;23.24313736;0.3927028179;10.77070958;20.30002785;65.24602275;0;39.96235275;0.9263287449;0.01812849346;0.06392215023;0.02391423609;0.04707772816;0.01709860025;0.05580141867;0.01570143263;0.07214992117;0.05838648197;0.06745565018;0.07005653841;0.03868595376;0.02046534833;0.0230848175;0.02458418907;0.02018249774;0.04548320111;0.04536994644;0.06540797913;0.02804537218;0.03028328233;0.04122116877;0.03260195777;0.05520094752;1;0.9876887839;NaN;NaN;NaN;NaN;NaN;
421;2021-01-15T16:18:28.266838+0100;1;0.9854782088;0.4290680378;-0.1129699025;-0.03161316185;0.06392057745;0.4650550508;0.0247027437;0.002403853212;-3.026297141e-07;-0.0004495625153;-1.852151672e-05;0.1602218751;78.51226972;96.75294117;90.53237273;-0.9321798389;40.55281686;10;67.69105508;79.24972943;63.66507845;-0.9673429263;26.91778613;6;100.5290573;106.7128865;101.5501501;-0.4063187939;33.5069745;6;-1.796348698;66.83041059;75.79513915;1.624500141;19.31332702;3;-2.853717857;39.57301256;48.44898507;1.96616787;17.51941054;5;3.606867933;34.83967618;44.61528886;2.425275508;25.3388767;13;79.0168143;85.93925223;67.04510538;10.46537051;39.12354677;5;75.50962375;77.2873661;47.32300954;6.213226484;17.5157343;1;63.1019137;72.74285733;62.75783486;2.974023238;16.50393445;2;-25.82558433;70.12229176;78.62419243;-1.660799441;22.17757084;2;-22.52320832;41.56293116;46.71738065;-0.4961080137;22.47706264;2;-8.190453563;34.38870375;43.58981645;-0.4570680909;21.78641819;4;67.39727224;72.1092394;54.08575438;12.60292504;27.25543941;3;60.28559337;61.65320233;35.96143805;9.104556344;19.50543525;0;47.65389816;59.55325021;47.14370645;2.279014934;10.62729125;0;-61.15928692;79.2099735;74.17548303;17.53728;20.30880599;1;-41.33069432;45.02096104;41.23592709;6.182740645;28.5446141;1;-2.471298308;27.91927898;34.90154889;3.041952913;19.69560008;3;135.6988134;77.92953365;99.26354292;62.09864514;0;13.72808456;43.05171034;0;18.48676682;51.60640106;0;48.48894119;0;54.1666406;5.857139587;0;23.45235627;8.03890419;41.38124593;0;31.2556076;0.9080812218;0.01694818476;0.06159722125;0.02192124346;0.04659926855;0.01446150661;0.05169484766;0.01571537162;0.06985974237;0.06256032649;0.07252226361;0.07201655267;0.04097088158;0.02009540085;0.0222810048;0.02370574101;0.02198711546;0.04657049653;0.04568275048;0.05975891232;0.02926705328;0.0324934659;0.04245645698;0.03353026691;0.05635316591;1;0.9864719777;NaN;NaN;NaN;NaN;NaN;
422;2021-01-15T16:18:28.300155+0100;1;1;0.5249257396;-0.1102364021;-0.05049240118;0.08754068774;0.4673144734;0.01953095968;0.002514766003;7.976342887e-06;0.0002871664827;-1.57158707e-05;0.1507279892;77.00305079;95.24372224;90.05208706;-1.212532351;40.83316937;10;66.60210175;78.1607761;63.08724891;-1.099859561;27.05030276;6;99.35874897;105.5425781;101.4763342;-1.244237997;33.35810109;6;-0.3389327671;67.65400834;76.30533914;2.08175148;18.85607568;3;-1.282822345;40.51310445;49.41937505;2.186796512;17.2987819;5;5.330740273;35.29976612;44.97613075;2.301824857;25.46232735;13;88.27516617;92.85392099;67.55663997;7.557139521;36.84750598;4;80.5176899;81.42643038;44.31178117;3.642675649;17.04772651;0;70.43435969;80.0325263;71.95392522;4.754653931;17.82465263;2;-27.86669457;69.4272293;77.65308818;1.203014871;19.31375653;2;-23.41204357;40.74109201;45.81138187;2.454521511;19.85312379;1;-8.308944652;34.27021266;43.50874168;2.855857911;19.21448701;3;77.74905067;80.73656337;49.92417565;7.894830877;25.51667092;2;69.16765422;70.0877388;40.36887772;11.86716808;19.66920402;0;43.35060178;60.76476068;53.01629901;-5.445274353;10.7539222;1;-46.0589953;71.67258422;75.68963307;18.51818293;19.43745284;1;-35.62072803;43.05873858;45.0239665;9.707703677;25.03085102;1;1.739321543;26.74608031;33.91546983;3.993300958;20.64694812;3;147.7813145;85.27607438;73.19963705;111.6222974;0;22.15109253;66.53795136;0;46.36784744;44.83448893;0;10.53445053;0;24.57316939;20.86100388;0;40.71263926;8.829948425;11.60408291;1.848320675;16.32433701;0.8278401107;0.01658421265;0.0590470346;0.02304404148;0.04967428081;0.01218074243;0.04693791475;0.0184284419;0.06897743988;0.06602111624;0.076487024;0.07627027335;0.04483564436;0.01982294604;0.02139715073;0.0241851019;0.02403444072;0.04717972974;0.0452884909;0.05505007622;0.02985435991;0.03409004313;0.04331248672;0.03338493812;0.05566574074;1;1;NaN;NaN;NaN;NaN;NaN;
423;2021-01-15T16:18:28.333471+0100;1;1.040645194;0.3772090108;-0.09206789952;-0.06631847349;0.1047731732;0.4751652707;0.01938553825;0.00397211251;3.057497551e-05;0.001995287075;-1.673548159e-05;0.1212949924;76.84609612;95.08676757;89.96319214;1.504704896;40.24940192;10;66.18007911;77.73875347;62.79233533;0.3271501509;26.74529586;6;97.85000105;104.0338302;101.5979674;-2.278685748;33.43482396;6;0.2253291811;67.08974639;76.05311583;1.255402642;19.68242452;4;-0.2289322228;39.60921551;48.77191476;1.33689347;18.14868494;6;6.684156638;34.50262596;43.99613901;1.826833883;25.93731832;14;95.33244189;99.91119671;70.72524954;4.348731995;33.63909846;4;84.07682293;84.98556341;43.4249891;2.805294534;16.21034539;0;78.30457208;87.90273869;82.51616356;8.460321675;20.16598726;2;-26.9904034;71.90057132;79.51131435;4.473517376;16.43373307;1;-21.88808702;41.83879615;47.37693726;5.086382161;17.26843867;1;-5.869001471;35.56025827;45.14173435;4.766508496;17.30383643;3;81.59390575;84.58141845;47.38782294;7.728726474;25.68277532;1;78.16735626;79.08744085;42.30503365;12.38692232;19.14944978;0;40.5540364;59.75036962;54.64307082;-1.470319921;13.82949378;2;-28.66390223;63.7276373;73.22988948;20.16600453;20.16600453;1;-26.77752069;37.63890113;44.79238119;14.32094713;20.41760757;1;5.480471251;25.88696237;33.14713377;3.793059002;20.50544453;3;165.3633853;99.92780224;62.04193929;120.4117842;0;26.39342499;78.66179742;0;34.64315796;30.09276292;0;64.83903503;0;9.655958606;28.09168625;0;43.90620463;29.23979187;0;14.59591118;13.43505669;0.9523387367;0.01695150241;0.05717925913;0.0254053602;0.0541884941;0.01028604996;0.04260730352;0.0220555702;0.07104514469;0.06869939757;0.07963031834;0.07869493666;0.04543129219;0.01964961666;0.02098328477;0.02402536666;0.02593482138;0.04720070465;0.04464500125;0.05023681456;0.02947380909;0.03495143479;0.04358260034;0.0342078076;0.05485168785;1;1.012597523;NaN;NaN;NaN;NaN;NaN;
424;2021-01-15T16:18:28.366788+0100;1;1.072005207;0.2688285379;-0.08132874976;-0.09097721903;0.09344374483;0.4821822925;0.01723731509;0.004523769499;3.835148143e-05;0.00284248798;-1.117750191e-05;0.08215828546;78.74427435;96.9849458;90.31499694;2.454312195;40.29165341;10;66.69435731;78.25303166;63.04830165;0.5840312182;26.51994773;6;95.90618161;102.0998348;101.536434;-2.975247238;33.69194939;7;1.304380023;66.01069555;75.23437159;1.451990107;19.48583705;4;0.7172482939;38.66303499;47.6954684;0.4180594622;18.22889435;6;7.781011606;33.5775667;42.51281322;0.04759409872;25.49280736;14;98.49333531;103.0720901;73.46824298;2.410658795;33.46338355;4;86.05768293;86.96642341;43.83317275;1.942614348;15.68774381;0;87.21175752;96.80992413;94.7289294;11.84032142;20.73960744;2;-23.55820737;72.11446295;81.07483895;4.920635223;15.98661522;1;-19.26845784;40.46048014;47.13444418;3.975200902;18.37961993;1;-1.494883337;34.46304976;44.15108208;6.205733652;16.31009942;3;87.44468688;87.44468688;38.30484033;0.6383954828;22.34387797;0;88.18623197;88.18623197;38.29164623;6.981338848;15.42656673;0;41.01535136;60.07015125;53.42267708;0.07313294844;15.37294665;2;-10.10534551;55.91375495;65.75480146;20.37199194;20.37199194;1;-14.97693411;29.01888117;35.10747736;10.44478729;17.61471662;1;8.840422303;23.68476007;30.56430431;0.3124274341;19.63204653;2;180.8171889;118.9652187;71.20477616;128.6847147;0;39.76490784;87.88081106;0;22.72473907;54.15456915;29.1899138;118.7595825;16.030359;0;22.08047676;0;29.85870947;11.30264664;0;22.31552611;8.400094986;0.9565471931;0.01770564509;0.05516123535;0.02500738435;0.05687501498;0.008756955365;0.03824579636;0.02286532239;0.07357543564;0.07052839002;0.08218198141;0.07859646018;0.04411000492;0.01961775644;0.02054810716;0.02544754666;0.02590312572;0.04669075136;0.0434019796;0.04514645152;0.02767535667;0.03506735251;0.04318217969;0.03580779959;0.05230654324;1;1.057404624;NaN;NaN;NaN;NaN;NaN;
